"Title","Release Date","Budget","Domestic Gross","Worldwide Gross","Budget_Mill","Domestic_Mill","WorldWide_Mill","Budget_Mill_sqrt","Domestic_Mill_sqrt","Budget_Mill_Log10","Domestic_Mill_Log10","WorldWide_Mill_sqrt","WorldWide_Mill_Log10"
"The Good Heart","4/30/2010",3800000,20930,340930,3.8,0.02093,0.34093,1.9493588689617927,0.14467204291085406,0.5797835966168101,-1.6792307716613135,0.5838921133223157,-0.46733478151910907
"Major Dundee","4/7/1965",3800000,14873,14873,3.8,0.014873,0.014873,1.9493588689617927,0.12195490970026586,0.5797835966168101,-1.8276014220606953,0.12195490970026586,-1.8276014220606953
"Annie Get Your Gun","5/17/1950",3768785,8000000,8000000,3.768785,8,8,1.941335880263897,2.8284271247461903,0.5762013627144182,0.9030899869919435,2.8284271247461903,0.9030899869919435
"Casa de Areia","8/11/2006",3750000,539285,1178175,3.75,0.539285,1.178175,1.9364916731037085,0.7343602658096365,0.5740312677277188,-0.2681816592739101,1.0854376997322324,0.07120980309082547
"Four Lions","11/5/2010",3750000,310007,2436111,3.75,0.310007,2.436111,1.9364916731037085,0.556782722433087,0.5740312677277188,-0.5086284996268545,1.5608046001982439,0.3866970727905666
"Defendor","2/19/2010",3750000,44462,44462,3.75,0.044462,0.044462,1.9364916731037085,0.21086014322294291,0.5740312677277188,-1.3520110056624897,0.21086014322294291,-1.3520110056624897
"The Ballad of Cable Hogue","5/13/1970",3716946,3500000,5000000,3.716946,3.5,5,1.9279382770202993,1.8708286933869707,0.5701862516869615,0.5440680443502757,2.23606797749979,0.6989700043360189
"The Pirate","1/1/1948",3700000,2956000,2956000,3.7,2.956,2.956,1.9235384061671346,1.7193021840269964,0.568201724066995,0.47070442972278814,1.7193021840269964,0.47070442972278814
"The History Boys","11/21/2006",3700000,2706659,13424361,3.7,2.706659,13.424361,1.9235384061671346,1.6451926938811758,0.568201724066995,0.43243354437530224,3.663926991630701,1.127893622432772
"Unknown","11/3/2006",3700000,26403,3355048,3.7,0.026403,3.355048,1.9235384061671346,0.16248999969228875,0.568201724066995,-1.5783467242883564,1.8316790111807255,0.5256987379136576
"Midnight Cowboy","5/25/1969",3600000,44785053,44785053,3.6,44.785053,44.785053,1.8973665961010275,6.692163551498125,0.5563025007672873,1.651133092508144,6.692163551498125,1.651133092508144
"Airplane!","7/4/1980",3500000,83453539,83453539,3.5,83.453539,83.453539,1.8708286933869707,9.135290854701891,0.5440680443502757,1.9214447584578302,9.135290854701891,1.9214447584578302
"M*A*S*H","1/1/1970",3500000,81600000,81600000,3.5,81.6,81.6,1.8708286933869707,9.033271832508971,0.5440680443502757,1.911690158753861,9.033271832508971,1.911690158753861
"The Full Monty","8/13/1997",3500000,45857453,257845980,3.5,45.857453,257.84598,1.8708286933869707,6.77181312500574,0.5440680443502757,1.6614099296184404,16.05758325527226,2.4113603648393913
"Menace II Society","5/26/1993",3500000,27731527,27731527,3.5,27.731527,27.731527,1.8708286933869707,5.26607320496022,0.5440680443502757,1.4429737840897732,5.26607320496022,1.4429737840897732
"Friday","4/26/1995",3500000,27409510,27878724,3.5,27.40951,27.878724,1.8708286933869707,5.235409248568826,0.5440680443502757,1.4379012717234358,5.280030681729037,1.445272892365693
"The Witch","2/19/2016",3500000,25118855,32238755,3.5,25.118855,32.238755,1.8708286933869707,5.011871406969656,0.5440680443502757,1.3999998389459252,5.677918192436379,1.5083782618219432
"Empire","12/6/2002",3500000,17504595,18495444,3.5,17.504595,18.495444,1.8708286933869707,4.183849304169547,0.5440680443502757,1.2431520670405023,4.300632976667504,1.267064761411643
"Dark Skies","2/22/2013",3500000,17418667,27704111,3.5,17.418667,27.704111,1.8708286933869707,4.173567658490755,0.5440680443502757,1.2410149166478133,5.2634694831451245,1.442544218600274
"Creepshow 2","5/1/1987",3500000,14000000,14000000,3.5,14,14,1.8708286933869707,3.7416573867739413,0.5440680443502757,1.146128035678238,3.7416573867739413,1.146128035678238
"In Cold Blood","1/1/1967",3500000,13000000,13007551,3.5,13,13.007551,1.8708286933869707,3.605551275463989,0.5440680443502757,1.1139433523068367,3.6065982587474306,1.114195537353018
"The Nun's Story","1/1/1959",3500000,12800000,12800000,3.5,12.8,12.8,1.8708286933869707,3.5777087639996634,0.5440680443502757,1.1072099696478683,3.5777087639996634,1.1072099696478683
"Frenzy","6/21/1972",3500000,12600000,12600000,3.5,12.6,12.6,1.8708286933869707,3.5496478698597698,0.5440680443502757,1.100370545117563,3.5496478698597698,1.100370545117563
"Harper","2/23/1966",3500000,12000000,12000000,3.5,12,12,1.8708286933869707,3.4641016151377544,0.5440680443502757,1.0791812460476249,3.4641016151377544,1.0791812460476249
"I Got the Hook-Up!","5/27/1998",3500000,10305534,10305534,3.5,10.305534,10.305534,1.8708286933869707,3.2102233567152303,0.5440680443502757,1.0130705004572722,3.2102233567152303,1.0130705004572722
"She's the One","8/23/1996",3500000,9398667,13711141,3.5,9.398667,13.711141,1.8708286933869707,3.065724547313408,0.5440680443502757,0.9730662625788729,3.7028557897925216,1.1370735969766037
"Terror Train","1/1/1980",3500000,8000000,8000000,3.5,8,8,1.8708286933869707,2.8284271247461903,0.5440680443502757,0.9030899869919435,2.8284271247461903,0.9030899869919435
"El secreto de sus ojos","4/16/2010",3500000,6391436,40527719,3.5,6.391436,40.527719,1.8708286933869707,2.5281289524072936,0.5440680443502757,0.8055984445138984,6.366138468490926,1.6077521612647592
"Gods and Monsters","11/6/1998",3500000,6390032,6390032,3.5,6.390032,6.390032,1.8708286933869707,2.5278512614471604,0.5440680443502757,0.8055030330235994,2.5278512614471604,0.8055030330235994
"Evil Dead II","3/13/1987",3500000,5923044,5923044,3.5,5.923044,5.923044,1.8708286933869707,2.4337304698754134,0.5440680443502757,0.7725449588584392,2.4337304698754134,0.7725449588584392
"Day of the Dead","7/3/1985",3500000,5804262,34004262,3.5,5.804262,34.004262,1.8708286933869707,2.4092036028530255,0.5440680443502757,0.7637470079328471,5.831317346877976,1.5315333537210707
"Pootie Tang","6/29/2001",3500000,3293258,3293258,3.5,3.293258,3.293258,1.8708286933869707,1.8147335892631733,0.5440680443502757,0.5176257554878544,1.8147335892631733,0.5176257554878544
"La otra conquista","4/19/2000",3500000,886410,886410,3.5,0.88641,0.88641,1.8708286933869707,0.9414934944013156,0.5440680443502757,-0.05236535311167258,0.9414934944013156,-0.05236535311167258
"Trolljegeren","6/10/2011",3500000,253444,5706638,3.5,0.253444,5.706638,1.8708286933869707,0.503432219866786,0.5440680443502757,-0.5961179857494587,2.3888570488834193,0.7563803239965156
"Ira and Abby","9/14/2007",3500000,221096,221096,3.5,0.221096,0.221096,1.8708286933869707,0.4702084644070117,0.5440680443502757,-0.655419114470774,0.4702084644070117,-0.655419114470774
"The Masked Saint","1/8/2016",3500000,182695,182695,3.5,0.182695,0.182695,1.8708286933869707,0.4274283565698467,0.5440680443502757,-0.7382733382639029,0.4274283565698467,-0.7382733382639029
"Winter Passing","2/17/2006",3500000,106634,112925,3.5,0.106634,0.112925,1.8708286933869707,0.3265486181259997,0.5440680443502757,-0.9721042994550345,0.33604315199093104,-0.9472099007665682
"D.E.B.S.","3/25/2005",3500000,96793,96793,3.5,0.096793,0.096793,1.8708286933869707,0.3111157340926363,0.5440680443502757,-1.0141560494198936,0.3111157340926363,-1.0141560494198936
"Surveillance","6/26/2009",3500000,27349,1396395,3.5,0.027349,1.396395,1.8708286933869707,0.16537533068750004,0.5440680443502757,-1.5630585487609587,1.1816915841284477,0.145008285088935
"Taxman","9/17/1999",3500000,9871,9871,3.5,0.009871,0.009871,1.8708286933869707,0.0993529063490344,0.5440680443502757,-2.005638848091999,0.0993529063490344,-2.005638848091999
"In the Name of the King III","3/11/2014",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"Wicked Blood","3/4/2014",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"Batman: The Dark Knight Returns, Part 2","1/29/2013",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"The Betrayed","6/30/2009",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"2:13:00 AM","6/28/2011",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"Dawn Patrol","6/5/2015",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"Time to Choose","12/31/2015",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"The Secret","10/1/2006",3500000,0,0,3.5,0,0,1.8708286933869707,0,0.5440680443502757,,0,
"Jagten","5/17/2013",3450000,687185,18309793,3.45,0.687185,18.309793,1.857417562100671,0.8289662236786249,0.5378190950732742,-0.16292632893281958,4.278994391209224,1.2626834344455564
"Lords of London","9/1/2015",3440000,0,0,3.44,0,0,1.8547236990991407,0,0.5365584425715301,,0,
"La marche de l'empereur","6/24/2005",3400000,77437223,133276359,3.4,77.437223,133.276359,1.8439088914585775,8.79984221449453,0.5314789170422551,1.888949770211998,11.544538059186259,2.1247531196583918
"High Anxiety","12/23/1977",3400000,31063038,31063038,3.4,31.063038,31.063038,1.8439088914585775,5.573422467389315,0.5314789170422551,1.4922439279577415,5.573422467389315,1.4922439279577415
"Margin Call","10/21/2011",3400000,5353586,20433227,3.4,5.353586,20.433227,1.8439088914585775,2.3137817528885476,0.5314789170422551,0.7286447835734884,4.5203127104217025,1.3103369597612289
"Choke","9/26/2008",3400000,2926565,4124277,3.4,2.926565,4.124277,1.8439088914585775,1.7107206083986948,0.5314789170422551,0.46635817438487626,2.0308316030631395,0.6153478262360036
"L'incomparable mademoiselle C.","4/23/2004",3400000,493905,493905,3.4,0.493905,0.493905,1.8439088914585775,0.7027837505235874,0.5314789170422551,-0.3063565772775728,0.7027837505235874,-0.3063565772775728
"August","7/11/2008",3400000,11762,11762,3.4,0.011762,0.011762,1.8439088914585775,0.1084527546906947,0.5314789170422551,-1.9295188249339812,0.1084527546906947,-1.9295188249339812
"To Write Love On Her Arms","3/3/2015",3400000,0,0,3.4,0,0,1.8439088914585775,0,0.5314789170422551,,0,
"Whiplash","10/10/2014",3300000,13092006,33474334,3.3,13.092006,33.474334,1.816590212458495,3.6182877165863965,0.5185139398778874,1.1170061956709723,5.785700821853823,1.524711945116391
"Bella","10/26/2007",3300000,8093373,12405473,3.3,8.093373,12.405473,1.816590212458495,2.8448854106975907,0.5185139398778874,0.9081295562221365,3.5221404003815637,1.0936133278483493
"Cidade de Deus","1/17/2003",3300000,7563397,32059295,3.3,7.563397,32.059295,1.816590212458495,2.7501630860732607,0.5185139398778874,0.878716896956235,5.66209281096663,1.5059539677693357
"Human Traffic","5/5/2000",3300000,104257,5422740,3.3,0.104257,5.42274,1.816590212458495,0.3228885256555271,0.5185139398778874,-0.9818947760730205,2.3286777363989204,0.7342187821466456
"The Dead Girl","12/29/2006",3300000,19875,19875,3.3,0.019875,0.019875,1.816590212458495,0.14097872179871684,0.5185139398778874,-1.701692862671492,0.14097872179871684,-1.701692862671492
"The Opposite Sex","1/20/2015",3300000,0,0,3.3,0,0,1.816590212458495,0,0.5185139398778874,,0,
"A Christmas Story","11/18/1983",3250000,20605209,20605209,3.25,20.605209,20.605209,1.8027756377319946,4.539296090805269,0.5118833609788743,1.31397702396065,4.539296090805269,1.31397702396065
"Class of 1984","8/20/1982",3250000,6965361,6965361,3.25,6.965361,6.965361,1.8027756377319946,2.63919703697924,0.5118833609788743,0.8429436299121862,2.63919703697924,0.8429436299121862
"Entre les murs","1/30/2009",3250000,3766810,34114067,3.25,3.76681,34.114067,1.8027756377319946,1.9408271432561943,0.5118833609788743,0.5759737146995241,5.840724869397633,1.5329334980754732
"Dreaming of Joseph Lees","10/29/1999",3250000,7680,7680,3.25,0.00768,0.00768,1.8027756377319946,0.08763560920082658,0.5118833609788743,-2.114638779968488,0.08763560920082658,-2.114638779968488
"Rosemary's Baby","6/12/1968",3200000,33395426,33395426,3.2,33.395426,33.395426,1.7888543819998317,5.778877572677933,0.505149978319906,1.5236869877998331,5.778877572677933,1.5236869877998331
"The Man Who Shot Liberty Valance","1/1/1962",3200000,8000000,8000000,3.2,8,8,1.7888543819998317,2.8284271247461903,0.505149978319906,0.9030899869919435,2.8284271247461903,0.9030899869919435
"Maria Full of Grace","7/16/2004",3200000,6529624,14441158,3.2,6.529624,14.441158,1.7888543819998317,2.55531289669191,0.505149978319906,0.8148881737059064,3.8001523653664204,1.1596020196079861
"Beginners","6/3/2011",3200000,5790894,14314407,3.2,5.790894,14.314407,1.7888543819998317,2.4064276427933584,0.505149978319906,0.76274561541923,3.7834385154248245,1.1557733613019308
"Adam","7/29/2009",3200000,2277396,2828590,3.2,2.277396,2.82859,1.7888543819998317,1.509104370148069,0.505149978319906,0.35743855352323733,1.6818412529130091,0.45157000166633016
"Feast","9/22/2006",3200000,56131,690872,3.2,0.056131,0.690872,1.7888543819998317,0.23691981765989945,0.505149978319906,-1.2507972205522269,0.8311871028835807,-0.16060240825967012
"It's a Wonderful Life","1/1/1946",3180000,6600000,9644124,3.18,6.6,9.644124,1.783255450012701,2.569046515733026,0.5024271199844327,0.8195439355418687,3.105498993720655,0.9842627857130424
"Trainspotting","7/19/1996",3100000,16501000,71560987,3.1,16.501,71.560987,1.760681686165901,4.062142291943994,0.4913616938342727,1.2175102642940272,8.459372730882592,1.854676321913468
"Antiviral","4/12/2013",3100000,0,123407,3.1,0,0.123407,1.760681686165901,0,0.4913616938342727,,0.3512933247302032,-0.9086602051718924
"National Lampoon's Animal House","7/28/1978",3000000,141600000,141600000,3,141.6,141.6,1.7320508075688772,11.899579824514813,0.47712125471966244,2.15106325335375,11.899579824514813,2.15106325335375
"Paranormal Activity 2","10/20/2010",3000000,84752907,177512032,3,84.752907,177.512032,1.7320508075688772,9.20613420497442,0.47712125471966244,1.9281546033047015,13.32336413973588,2.249227795442431
"The Purge","6/7/2013",3000000,64473115,91265155,3,64.473115,91.265155,1.7320508075688772,8.029515240660547,0.47712125471966244,1.8093786535309424,9.553279803292689,1.960304995718972
"Goldfinger","12/22/1964",3000000,51100000,124900000,3,51.1,124.9,1.7320508075688772,7.148426400264607,0.47712125471966244,1.7084209001347128,11.175866856758809,2.0965624383741357
"Sinister","10/12/2012",3000000,48086903,87727807,3,48.086903,87.727807,1.7320508075688772,6.934472077959504,0.47712125471966244,1.6820268075724205,9.366312347984131,1.9431372730984153
"The Original Kings of Comedy","8/18/2000",3000000,38168022,38236338,3,38.168022,38.236338,1.7320508075688772,6.178027355070549,0.47712125471966244,1.5816996538777364,6.183553832546459,1.58247629201023
"The Bridge on the River Kwai","12/18/1957",3000000,33300000,33300000,3,33.3,33.3,1.7320508075688772,5.770615218501403,0.47712125471966244,1.5224442335063197,5.770615218501403,1.5224442335063197
"Coming Home","1/1/1978",3000000,32653000,32653000,3,32.653,32.653,1.7320508075688772,5.714280357140346,0.47712125471966244,1.513923088324494,5.714280357140346,1.513923088324494
"Waking Ned Devine","11/20/1998",3000000,24788807,55188807,3,24.788807,55.188807,1.7320508075688772,4.9788359081214955,0.47712125471966244,1.3942556261714432,7.428916946634954,1.7418510061522934
"Air Bud","8/1/1997",3000000,24629916,27771629,3,24.629916,27.771629,1.7320508075688772,4.96285361460521,0.47712125471966244,1.391462930686091,5.269879410385023,1.4436013549019218
"Bowling for Columbine","10/11/2002",3000000,21576018,58240487,3,21.576018,58.240487,1.7320508075688772,4.644999246501554,0.47712125471966244,1.3339712957593237,7.631545518438582,1.765224997838779
"A Nightmare On Elm Street Part 2: Freddy's Revenge","11/1/1985",3000000,21163999,21163999,3,21.163999,21.163999,1.7320508075688772,4.600434653377874,0.47712125471966244,1.325597732339584,4.600434653377874,1.325597732339584
"A Room with a View","3/7/1986",3000000,20966644,20966644,3,20.966644,20.966644,1.7320508075688772,4.578934810630088,0.47712125471966244,1.3215289212178047,4.578934810630088,1.3215289212178047
"Love and Death","6/10/1975",3000000,20123742,20123742,3,20.123742,20.123742,1.7320508075688772,4.485949397842111,0.47712125471966244,1.3037087407400456,4.485949397842111,1.3037087407400456
"Martin Lawrence Live: RunTelDat","8/2/2002",3000000,19184820,19184820,3,19.18482,19.18482,1.7320508075688772,4.380047944943069,0.47712125471966244,1.2829577288210974,4.380047944943069,1.2829577288210974
"The Apartment","1/1/1960",3000000,18600000,24600000,3,18.6,24.6,1.7320508075688772,4.312771730569565,0.47712125471966244,1.2695129442179163,4.959838707054898,1.390935107103379
"Friday the 13th Part VI: Jason Lives","8/1/1986",3000000,17834917,17834917,3,17.834917,17.834917,1.7320508075688772,4.223140655957365,0.47712125471966244,1.2512710925627455,4.223140655957365,1.2512710925627455
"Cat on a Hot Tin Roof","9/20/1958",3000000,17570324,17570324,3,17.570324,17.570324,1.7320508075688772,4.191697031036475,0.47712125471966244,1.244779770039106,4.191697031036475,1.244779770039106
"Beneath the Planet of the Apes","5/26/1970",3000000,17489009,17489009,3,17.489009,17.489009,1.7320508075688772,4.181986250575197,0.47712125471966244,1.2427652012439674,4.181986250575197,1.2427652012439674
"Pokemon 3: The Movie","4/6/2001",3000000,17052128,68452128,3,17.052128,68.452128,1.7320508075688772,4.129422235616019,0.47712125471966244,1.2317785839730446,8.273580119875556,1.8353869537744965
"Jason Goes to Hell: The Final Friday","8/13/1993",3000000,15935068,15935068,3,15.935068,15.935068,1.7320508075688772,3.9918752485517377,0.47712125471966244,1.2023539210862972,3.9918752485517377,1.2023539210862972
"Spaced Invaders","4/27/1990",3000000,13654536,13654536,3,13.654536,13.654536,1.7320508075688772,3.6952044598371008,0.47712125471966244,1.1352769467999262,3.6952044598371008,1.1352769467999262
"Family Plot","4/9/1976",3000000,13200000,13200000,3,13.2,13.2,1.7320508075688772,3.63318042491699,0.47712125471966244,1.1205739312058498,3.63318042491699,1.1205739312058498
"Torn Curtain","7/16/1966",3000000,13000000,13000000,3,13,13,1.7320508075688772,3.605551275463989,0.47712125471966244,1.1139433523068367,3.605551275463989,1.1139433523068367
"Dave Chappelle's Block Party","3/3/2006",3000000,11718595,12051924,3,11.718595,12.051924,1.7320508075688772,3.423243345133384,0.47712125471966244,1.0688755451014764,3.4715881092088097,1.0810563843285106
"Krush Groove","10/25/1985",3000000,11052713,11052713,3,11.052713,11.052713,1.7320508075688772,3.3245620764245025,0.47712125471966244,1.0434688930719898,3.3245620764245025,1.0434688930719898
"Elmer Gantry","1/1/1960",3000000,10400000,10400000,3,10.4,10.4,1.7320508075688772,3.22490309931942,0.47712125471966244,1.0170333392987803,3.22490309931942,1.0170333392987803
"Next Day Air","5/8/2009",3000000,10027047,10172519,3,10.027047,10.172519,1.7320508075688772,3.1665512785994796,0.47712125471966244,1.001173050624338,3.1894386653453615,1.0074285096914521
"Judgment at Nuremberg","1/1/1961",3000000,10000000,10000000,3,10,10,1.7320508075688772,3.1622776601683795,0.47712125471966244,1,3.1622776601683795,1
"Trippin'","5/12/1999",3000000,9017070,9017070,3,9.01707,9.01707,1.7320508075688772,3.0028436522736244,0.47712125471966244,0.9550654411395694,3.0028436522736244,0.9550654411395694
"Red River","1/1/1948",3000000,9012000,9012000,3,9.012,9.012,1.7320508075688772,3.001999333777408,0.47712125471966244,0.9548211830517932,3.001999333777408,0.9548211830517932
"The Deep End","8/8/2001",3000000,8823109,9981635,3,8.823109,9.981635,1.7320508075688772,2.970371862242167,0.47712125471966244,0.9456216445000085,3.1593725642918407,0.9992016849065687
"Before Midnight","5/24/2013",3000000,8110621,23376973,3,8.110621,23.376973,1.7320508075688772,2.8479152023892844,0.47712125471966244,0.9090541077929263,4.834973939950452,1.3687882752387783
"Teen Wolf Too","11/20/1987",3000000,7888000,7888000,3,7.888,7.888,1.7320508075688772,2.8085583490467134,0.47712125471966244,0.8969669019331548,2.8085583490467134,0.8969669019331548
"Phat Girlz","4/7/2006",3000000,7061128,7301115,3,7.061128,7.301115,1.7320508075688772,2.6572783068395376,0.47712125471966244,0.8488740842025873,2.7020575493501244,0.8633891890752328
"Phantasm II","7/8/1988",3000000,7000000,7000000,3,7,7,1.7320508075688772,2.6457513110645907,0.47712125471966244,0.8450980400142568,2.6457513110645907,0.8450980400142568
"Woman Thou Art Loosed","10/1/2004",3000000,6879730,6879730,3,6.87973,6.87973,1.7320508075688772,2.6229239409483456,0.47712125471966244,0.837571394367626,2.6229239409483456,0.837571394367626
"Real Women Have Curves","10/18/2002",3000000,5853194,7777790,3,5.853194,7.77779,1.7320508075688772,2.4193375126261323,0.47712125471966244,0.7673929187380005,2.788868946365175,0.890856213037153
"Gallipoli","8/28/1981",3000000,5732587,5732587,3,5.732587,5.732587,1.7320508075688772,2.3942821471163334,0.47712125471966244,0.7583506544762397,2.3942821471163334,0.7583506544762397
"Water","4/28/2006",3000000,5529144,11322573,3,5.529144,11.322573,1.7320508075688772,2.351413192103846,0.47712125471966244,0.7426579007708971,3.364903118961971,1.0539451293898792
"East is East","4/14/2000",3000000,4170647,30438635,3,4.170647,30.438635,1.7320508075688772,2.0422161981533686,0.47712125471966244,0.6202034330873151,5.517121985238318,1.4834251728928938
"Whipped","9/1/2000",3000000,4142507,4142507,3,4.142507,4.142507,1.7320508075688772,2.035314963341055,0.47712125471966244,0.6172632509619368,2.035314963341055,0.6172632509619368
"Kama Sutra","2/28/1997",3000000,4109095,4109095,3,4.109095,4.109095,1.7320508075688772,2.027090279193307,0.47712125471966244,0.6137461820257667,2.027090279193307,0.6137461820257667
"Please Give","4/30/2010",3000000,4033574,4570178,3,4.033574,4.570178,1.7320508075688772,2.008375960820085,0.47712125471966244,0.6056900289241691,2.137797464681816,0.6599331153679524
"Willy Wonka & the Chocolate Factory","6/30/1971",3000000,4000000,4000000,3,4,4,1.7320508075688772,2,0.47712125471966244,0.6020599913279624,2,0.6020599913279624
"Warlock: The Armageddon","9/24/1993",3000000,3902679,3902679,3,3.902679,3.902679,1.7320508075688772,1.9755199315623218,0.47712125471966244,0.5913628315113813,1.9755199315623218,0.5913628315113813
"8 Heads in a Duffel Bag","4/18/1997",3000000,3559990,3959990,3,3.55999,3.95999,1.7320508075688772,1.8867935764147599,0.47712125471966244,0.5514487780428419,1.9899723616171154,0.5976940892208904
"Days of Heaven","9/13/1978",3000000,3446749,3660880,3,3.446749,3.66088,1.7320508075688772,1.8565422160565055,0.47712125471966244,0.5374096582602941,1.9133426248322594,0.5635854933743026
"Thirteen Conversations About One Thing","5/24/2002",3000000,3287435,3705923,3,3.287435,3.705923,1.7320508075688772,1.8131285117166958,0.47712125471966244,0.5168571746018755,1.9250774010413192,0.5688963915013591
"Jawbreaker","2/19/1999",3000000,3076820,3076820,3,3.07682,3.07682,1.7320508075688772,1.754086656924338,0.47712125471966244,0.48810208991228293,1.754086656924338,0.48810208991228293
"Tsotsi","2/24/2006",3000000,2912606,11537539,3,2.912606,11.537539,1.7320508075688772,1.7066358721180097,0.47712125471966244,0.4642817398288838,3.3966953057346783,1.0621131820691727
"Letters to God","4/9/2010",3000000,2848587,2908902,3,2.848587,2.908902,1.7320508075688772,1.6877757552471242,0.47712125471966244,0.45462948798189884,1.7055503510597392,0.46372909024803904
"Happiness","10/16/1998",3000000,2746453,5746453,3,2.746453,5.746453,1.7320508075688772,1.657242589363428,0.47712125471966244,0.43877217134743696,2.397176046935227,0.7593998589767868
"Compadres","4/22/2016",3000000,2730328,7047599,3,2.730328,7.047599,1.7320508075688772,1.652370418520012,0.47712125471966244,0.43621482287716573,2.6547314365110455,0.8480411852675454
"Basquiat","8/9/1996",3000000,2729067,2729067,3,2.729067,2.729067,1.7320508075688772,1.651988801414828,0.47712125471966244,0.43601419795392093,1.651988801414828,0.43601419795392093
"DysFunkTional Family","4/4/2003",3000000,2255000,2255000,3,2.255,2.255,1.7320508075688772,1.5016657417681205,0.47712125471966244,0.35314654621397934,1.5016657417681205,0.35314654621397934
"Tusk","9/19/2014",3000000,1821983,1821983,3,1.821983,1.821983,1.7320508075688772,1.349808504936904,0.47712125471966244,0.26054432047417164,1.349808504936904,0.26054432047417164
"Damsels in Distress","4/6/2012",3000000,1007535,1324299,3,1.007535,1.324299,1.7320508075688772,1.0037604295846694,0.47712125471966244,0.0032601417043109067,1.1507819080955348,0.12198605110804149
"Oldboy","3/25/2005",3000000,707391,6239723,3,0.707391,6.239723,1.7320508075688772,0.841065395792741,0.47712125471966244,-0.15034046993150407,2.4979437543707825,0.795165310477027
"Hobo with a Shotgun","5/6/2011",3000000,703372,834953,3,0.703372,0.834953,1.7320508075688772,0.8386727609741478,0.47712125471966244,-0.15281492417308398,0.9137576265071608,-0.07833797052254883
"Bachelorette","9/7/2012",3000000,446770,12577401,3,0.44677,12.577401,1.7320508075688772,0.6684085576950672,0.47712125471966244,-0.34991599686323605,3.5464631677207645,1.0995909075662278
"Fish Tank","1/15/2010",3000000,374675,5922292,3,0.374675,5.922292,1.7320508075688772,0.6121070167870975,0.47712125471966244,-0.42634528401926725,2.4335759696380963,0.7724898165727615
"Creature","9/9/2011",3000000,327000,327000,3,0.327,0.327,1.7320508075688772,0.5718391382198319,0.47712125471966244,-0.4854522473397139,0.5718391382198319,-0.4854522473397139
"Freeway","8/23/1996",3000000,295493,295493,3,0.295493,0.295493,1.7320508075688772,0.543592678390723,0.47712125471966244,-0.5294528027603278,0.543592678390723,-0.5294528027603278
"Love's Abiding Joy","10/6/2006",3000000,252726,252726,3,0.252726,0.252726,1.7320508075688772,0.5027186091642123,0.47712125471966244,-0.597350076340169,0.5027186091642123,-0.597350076340169
"Braindead","2/12/1993",3000000,242623,242623,3,0.242623,0.242623,1.7320508075688772,0.4925677618358717,0.47712125471966244,-0.6150680315831533,0.4925677618358717,-0.6150680315831533
"Chain Letter","10/1/2010",3000000,205842,1022453,3,0.205842,1.022453,1.7320508075688772,0.45369813753199384,0.47712125471966244,-0.6864660070894699,1.0111641805364746,0.009643353540223627
"Tim and Eric's Billion Dollar Movie","3/2/2012",3000000,201436,223652,3,0.201436,0.223652,1.7320508075688772,0.4488162207407393,0.47712125471966244,-0.6958629111201257,0.47291859764657174,-0.650427213811109
"Holly","11/9/2007",3000000,163069,163069,3,0.163069,0.163069,1.7320508075688772,0.4038180283246403,0.47712125471966244,-0.7876285920471086,0.4038180283246403,-0.7876285920471086
"The Eclipse","3/26/2010",3000000,133411,133411,3,0.133411,0.133411,1.7320508075688772,0.36525470565072804,0.47712125471966244,-0.8748083605068078,0.36525470565072804,-0.8748083605068078
"The Grand","3/21/2008",3000000,115879,115879,3,0.115879,0.115879,1.7320508075688772,0.34041004685525955,0.47712125471966244,-0.9359952612794237,0.34041004685525955,-0.9359952612794237
"Sommersturm","3/17/2006",3000000,95204,95204,3,0.095204,0.095204,1.7320508075688772,0.30855145437997855,0.47712125471966244,-1.0213448043315625,0.30855145437997855,-1.0213448043315625
"Fort McCoy","8/15/2014",3000000,78948,78948,3,0.078948,0.078948,1.7320508075688772,0.2809768673752343,0.47712125471966244,-1.1026588675551898,0.2809768673752343,-1.1026588675551898
"The Gambler","8/4/1999",3000000,51773,101773,3,0.051773,0.101773,1.7320508075688772,0.22753681020880995,0.47712125471966244,-1.2858966689818871,0.3190188082229636,-0.9923674234363872
"Just Looking","10/13/2000",3000000,39852,39852,3,0.039852,0.039852,1.7320508075688772,0.1996296571153695,0.47712125471966244,-1.39954987835399,0.1996296571153695,-1.39954987835399
"The Divide","1/13/2012",3000000,18000,150916,3,0.018,0.150916,1.7320508075688772,0.1341640786499874,0.47712125471966244,-1.744727494896694,0.3884790856661398,-0.8212647142114953
"Tanner Hall","9/9/2011",3000000,5073,5073,3,0.005073,0.005073,1.7320508075688772,0.07122499561249548,0.47712125471966244,-2.2947351376825957,0.07122499561249548,-2.2947351376825957
