"Title","Release Date","Budget","Domestic Gross","Worldwide Gross","Budget_Mill","Domestic_Mill","WorldWide_Mill","Budget_Mill_sqrt","Domestic_Mill_sqrt","Budget_Mill_Log10","Domestic_Mill_Log10","WorldWide_Mill_sqrt","WorldWide_Mill_Log10"
"Los tres entierros de Melquiades Estrada","12/14/2005",15000000,5027684,13454474,15,5.027684,13.454474,3.872983346207417,2.2422497630727936,1.1760912590556813,0.7013679735944685,3.6680340783585965,1.1288667237747783
"Jakob the Liar","9/24/1999",15000000,4956401,4956401,15,4.956401,4.956401,3.872983346207417,2.226297599154255,1.1760912590556813,0.6951664359288289,2.226297599154255,0.6951664359288289
"Se jie","9/28/2007",15000000,4604982,65696051,15,4.604982,65.696051,3.872983346207417,2.145922179390483,1.1760912590556813,0.6632279369615425,8.105310049590948,1.8175392648344637
"Kiss Kiss, Bang Bang","10/21/2005",15000000,4235837,16829464,15,4.235837,16.829464,3.872983346207417,2.058114914187252,1.1760912590556813,0.62693923959348,4.102372971829841,1.2260702843923905
"Idle Hands","4/30/1999",15000000,4023741,4023741,15,4.023741,4.023741,3.872983346207417,2.005926469240585,1.1760912590556813,0.6046300182976567,2.005926469240585,0.6046300182976567
"Scout's Guide to the Zombie Apocalypse","10/30/2015",15000000,3703046,14947243,15,3.703046,14.947243,3.872983346207417,1.9243300132773484,1.1760912590556813,0.5685591069784419,3.866166447529128,1.1745610949812075
"Blood and Chocolate","1/26/2007",15000000,3526588,6551310,15,3.526588,6.55131,3.872983346207417,1.8779211911046747,1.1760912590556813,0.5473547253953014,2.5595526952965826,0.816328150203432
"You Will Meet a Tall Dark Stranger","9/22/2010",15000000,3247816,34247816,15,3.247816,34.247816,3.872983346207417,1.8021698033204308,1.1760912590556813,0.5115914169828626,5.852163360672701,1.5346328815396573
"Never Let Me Go","9/15/2010",15000000,2419730,11158796,15,2.41973,11.158796,3.872983346207417,1.5555481349029352,1.1760912590556813,0.3837669089341764,3.3404784088510437,1.0476173380814575
"The Company","12/25/2003",15000000,2281585,3396508,15,2.281585,3.396508,3.872983346207417,1.5104916418173258,1.1760912590556813,0.3582366529654941,1.842961746754392,0.5310326418479187
"Transsiberian","7/18/2008",15000000,2203641,6379575,15,2.203641,6.379575,3.872983346207417,1.4844665708597147,1.1760912590556813,0.3431408440734525,2.525782057106274,0.8047917474824844
"Crazy in Alabama","10/22/1999",15000000,1954202,1954202,15,1.954202,1.954202,3.872983346207417,1.3979277520673234,1.1760912590556813,0.2909694534212009,1.3979277520673234,0.2909694534212009
"The Clan of the Cave Bear","1/17/1986",15000000,1953732,1953732,15,1.953732,1.953732,3.872983346207417,1.3977596359889637,1.1760912590556813,0.2908649898312433,1.3977596359889637,0.2908649898312433
"Funny Games","3/14/2008",15000000,1294640,8200127,15,1.29464,8.200127,3.872983346207417,1.1378224817606655,1.1760912590556813,0.11214902112074114,2.863586387731301,0.913820578599825
"Banlieue 13","6/2/2006",15000000,1200216,11599903,15,1.200216,11.599903,3.872983346207417,1.0955437006345297,1.1760912590556813,0.07925941201964094,3.4058630330651876,1.0644543576113255
"Felicia's Journey","11/12/1999",15000000,824295,1970268,15,0.824295,1.970268,3.872983346207417,0.9079069335565182,1.1760912590556813,-0.0839173344872391,1.4036623525620398,0.29452530382906605
"Metropolis","1/25/2002",15000000,673414,1405032,15,0.673414,1.405032,3.872983346207417,0.8206180597574001,1.1760912590556813,-0.17171785905047762,1.185340457421411,0.14768621553302813
"Nie yin niang","10/16/2015",15000000,632542,6832542,15,0.632542,6.832542,3.872983346207417,0.7953250907647765,1.1760912590556813,-0.19891063258272518,2.613913158465675,0.8345823100042413
"Things to Do in Denver when You're Dead","12/1/1995",15000000,529766,529766,15,0.529766,0.529766,3.872983346207417,0.7278502593253642,1.1760912590556813,-0.27591591785118985,0.7278502593253642,-0.27591591785118985
"The Return","2/6/2004",15000000,501752,5953886,15,0.501752,5.953886,3.872983346207417,0.7083445489308151,1.1760912590556813,-0.29951088772491596,2.4400586058535563,0.7748005148849556
"Buffalo Soldiers","7/25/2003",15000000,353743,353743,15,0.353743,0.353743,3.872983346207417,0.5947629780004804,1.1760912590556813,-0.4513121453657511,0.5947629780004804,-0.4513121453657511
"Steal (Canadian Release)","4/25/2003",15000000,220944,220944,15,0.220944,0.220944,3.872983346207417,0.47004680617998035,1.1760912590556813,-0.6557177877304385,0.47004680617998035,-0.6557177877304385
"Centurion","8/27/2010",15000000,123570,7885048,15,0.12357,7.885048,3.872983346207417,0.35152524802636864,1.1760912590556813,-0.90808695332392,2.8080327633416244,0.8968043414279757
"Ong-Bak 2","10/23/2009",15000000,102458,7583050,15,0.102458,7.58305,3.872983346207417,0.32009061217099133,1.1760912590556813,-0.9894541258893211,2.753733828822241,0.8798439195830949
"Silent Trigger","12/31/1996",15000000,76382,76382,15,0.076382,0.076382,3.872983346207417,0.27637293644638944,1.1760912590556813,-1.1170089741691416,0.27637293644638944,-1.1170089741691416
"Midnight Meat Train","8/1/2008",15000000,73548,1590246,15,0.073548,1.590246,3.872983346207417,0.2711973451197485,1.1760912590556813,-1.1334291326002652,1.261049562864204,0.2014643118542217
"Winnie Mandela","9/6/2013",15000000,61847,61847,15,0.061847,0.061847,3.872983346207417,0.2486905707902895,1.1760912590556813,-1.2086813617591055,0.2486905707902895,-1.2086813617591055
"The Son of No One","11/4/2011",15000000,30680,1148578,15,0.03068,1.148578,3.872983346207417,0.17515707236649053,1.1760912590556813,-1.5131446447230568,1.0717173134740337,0.06016049349651015
"All the Queen's Men","10/25/2002",15000000,22723,22723,15,0.022723,0.022723,3.872983346207417,0.1507415005895855,1.1760912590556813,-1.6435343315245994,0.1507415005895855,-1.6435343315245994
"The Good Night","10/5/2007",15000000,22441,22441,15,0.022441,0.022441,3.872983346207417,0.14980320423809365,1.1760912590556813,-1.6489577942605556,0.14980320423809365,-1.6489577942605556
"Khumba","12/6/2013",15000000,0,20898221,15,0,20.898221,3.872983346207417,0,1.1760912590556813,,4.571457207499596,1.3201093175575946
"Chiamatemi Francesco - Il papa della gente","12/31/2015",15000000,0,3439835,15,0,3.439835,3.872983346207417,0,1.1760912590556813,,1.8546792175467972,0.53653761108661
"Bathory","12/31/2008",15000000,0,3436763,15,0,3.436763,3.872983346207417,0,1.1760912590556813,,1.8538508570000987,0.5361495841182866
"Dungeons & Dragons: Wrath of the Dragon God","12/31/2005",15000000,0,909822,15,0,0.909822,3.872983346207417,0,1.1760912590556813,,0.9538458995036881,-0.04104356589792485
"Automata","10/10/2014",15000000,0,29050,15,0,0.02905,3.872983346207417,0,1.1760912590556813,,0.17044060549059312,-1.5368538632736504
"Broken Horses","9/1/2015",15000000,0,3471,15,0,0.003471,3.872983346207417,0,1.1760912590556813,,0.058915193286621745,-2.459545386328588
"Shinjuku Incident","2/5/2010",15000000,0,0,15,0,0,3.872983346207417,0,1.1760912590556813,,0,
"Pandaemonium","6/29/2001",15000000,0,0,15,0,0,3.872983346207417,0,1.1760912590556813,,0,
"In Dubious Battle","12/31/2015",15000000,0,0,15,0,0,3.872983346207417,0,1.1760912590556813,,0,
"Groundhog Day","2/12/1993",14600000,68504696,68504696,14.6,68.504696,68.504696,3.82099463490856,8.276756369496447,1.1643528557844371,1.8357203434191895,8.276756369496447,1.8357203434191895
"Magic Mike XXL","7/1/2015",14500000,66013057,117813057,14.5,66.013057,117.813057,3.8078865529319543,8.124841967693895,1.1613680022349748,1.8196298449692778,10.85417233141247,2.071193425160833
"Romeo+Juliet","11/1/1996",14500000,46338728,147542381,14.5,46.338728,147.542381,3.8078865529319543,6.807255540965096,1.1613680022349748,1.6659441082160862,12.146702474334342,2.168916787708627
"Elle s'appelait Sarah","7/22/2011",14500000,7691700,25480031,14.5,7.6917,25.480031,3.8078865529319543,2.773391425673628,1.1613680022349748,0.8860223370738055,5.047774856310451,1.406199952043248
"Freedom","6/5/2015",14500000,0,565801,14.5,0,0.565801,3.8078865529319543,0,1.1613680022349748,,0.7521974474830395,-0.24733628930373971
"Unforgiven","8/7/1992",14400000,99162710,157162710,14.4,99.16271,157.16271,3.794733192202055,9.958047499384605,1.1583624920952498,1.9963483870143361,12.536455240617261,2.1963495088639906
"Manderlay","1/27/2006",14200000,74205,543306,14.2,0.074205,0.543306,3.7682887362833544,0.2724059470716452,1.1522883443830565,-1.1295668305801376,0.7370929385091136,-0.264955498808534
"Pretty Woman","3/23/1990",14000000,175119672,429359276,14,175.119672,429.359276,3.7416573867739413,13.233278958746393,1.146128035678238,2.243334935124954,20.72098636648362,2.632820849957687
"Fatal Attraction","9/18/1987",14000000,148453989,311908296,14,148.453989,311.908296,3.7416573867739413,12.184169606501708,1.146128035678238,2.1715918717024443,17.66092568355351,2.494026926084836
"Slumdog Millionaire","11/12/2008",14000000,141319928,384519665,14,141.319928,384.519665,3.7416573867739413,11.887805853057998,1.146128035678238,2.1502034074975187,19.609172981031097,2.5849185552755447
"Towering Inferno","12/17/1974",14000000,116000000,139700000,14,116,139.7,3.7416573867739413,10.770329614269007,1.146128035678238,2.0644579892269186,11.819475453673906,2.1451964061141817
"Crocodile Dundee 2","5/25/1988",14000000,109306210,239606210,14,109.30621,239.60621,3.7416573867739413,10.45496102336111,1.146128035678238,2.038644836168549,15.479218649531377,2.379498069701343
"Born on the Fourth of July","12/20/1989",14000000,65441414,65441414,14,65.441414,65.441414,3.7416573867739413,8.089586763240753,1.146128035678238,1.8158526746144124,8.089586763240753,1.8158526746144124
"Cool Runnings","10/1/1993",14000000,63924600,150124600,14,63.9246,150.1246,3.7416573867739413,7.995286111203276,1.146128035678238,1.8056680191647592,12.252534431700242,2.1764518632550978
"Stomp the Yard","1/12/2007",14000000,61356221,75525718,14,61.356221,75.525718,3.7416573867739413,7.833021192362497,1.146128035678238,1.787858603069547,8.6905533770871,1.8780948626703202
"My Bloody Valentine","1/16/2009",14000000,51545952,102836002,14,51.545952,102.836002,3.7416573867739413,7.179550960888849,1.146128035678238,1.7121945650008856,10.140808744868428,2.0121451840434617
"The Possession","8/31/2012",14000000,49130588,82925064,14,49.130588,82.925064,3.7416573867739413,7.009321507820854,1.146128035678238,1.6913519618475683,9.106320003162638,1.9186858153719375
"First Blood","10/22/1982",14000000,47212904,125212904,14,47.212904,125.212904,3.7416573867739413,6.87116467565725,1.146128035678238,1.6740607141018247,11.189857193011893,2.0976490880374565
"The Spy Who Loved Me","7/13/1977",14000000,46800000,185400000,14,46.8,185.4,3.7416573867739413,6.841052550594828,1.146128035678238,1.670245853074124,13.61616686149226,2.2681097298084785
"Urban Legend","9/25/1998",14000000,38048637,72503794,14,38.048637,72.503794,3.7416573867739413,6.168357723089672,1.146128035678238,1.580339103840332,8.514915971399836,1.8603607330558567
"Taps","12/9/1981",14000000,35856053,35856053,14,35.856053,35.856053,3.7416573867739413,5.987992401464785,1.146128035678238,1.554562481136282,5.987992401464785,1.554562481136282
"Tyler Perry's Good Deeds","2/24/2012",14000000,35025791,35579177,14,35.025791,35.579177,3.7416573867739413,5.918259119031542,1.146128035678238,1.5443879518966033,5.964828329465988,1.5511958979780227
"White Fang","1/18/1991",14000000,34729091,34729091,14,34.729091,34.729091,3.7416573867739413,5.893139316187934,1.146128035678238,1.5406934162260975,5.893139316187934,1.5406934162260975
"Dangerous Liaisons","12/21/1988",14000000,32663833,32663833,14,32.663833,32.663833,3.7416573867739413,5.715228166923872,1.146128035678238,1.514067146508258,5.715228166923872,1.514067146508258
"Superstar","10/8/1999",14000000,30628981,30628981,14,30.628981,30.628981,3.7416573867739413,5.534345580102493,1.146128035678238,1.4861325484409658,5.534345580102493,1.4861325484409658
"The Iron Lady","12/30/2011",14000000,29959436,115592104,14,29.959436,115.592104,3.7416573867739413,5.473521352840418,1.146128035678238,1.476533633313365,10.751376842060742,2.062928168804675
"Jonah: A VeggieTales Movie","10/4/2002",14000000,25571351,25608779,14,25.571351,25.608779,3.7416573867739413,5.056812335849532,1.146128035678238,1.4077536735228355,5.060511733016731,1.4083888722519655
"All About the Benjamins","3/8/2002",14000000,25482931,25873145,14,25.482931,25.873145,3.7416573867739413,5.04806210342147,1.146128035678238,1.406249378291231,5.086565147523425,1.412849222420802
"Poetic Justice","7/23/1993",14000000,25107237,25107237,14,25.107237,25.107237,3.7416573867739413,5.010712224823933,1.146128035678238,1.3997989221244156,5.010712224823933,1.3997989221244156
"Exorcist II: The Heretic","6/17/1977",14000000,25011000,25011000,14,25.011,25.011,3.7416573867739413,5.001099879026612,1.146128035678238,1.3981310562166969,5.001099879026612,1.3981310562166969
"Our Family Wedding","3/12/2010",14000000,20249621,21404886,14,20.249621,21.404886,3.7416573867739413,4.499957888691849,1.146128035678238,1.306416899197652,4.626541472849887,1.3305129191732352
"Vampire in Brooklyn","10/27/1995",14000000,19556475,19556475,14,19.556475,19.556475,3.7416573867739413,4.422270344517621,1.146128035678238,1.29129057713821,4.422270344517621,1.29129057713821
"An American Haunting","5/5/2006",14000000,16298046,30443277,14,16.298046,30.443277,3.7416573867739413,4.037083848522347,1.146128035678238,1.2121355392330175,5.51754265955416,1.48349139929488
"My Boss's Daughter","8/22/2003",14000000,15549702,15549702,14,15.549702,15.549702,3.7416573867739413,3.9433110453019045,1.146128035678238,1.1917220704692408,3.9433110453019045,1.1917220704692408
"A Perfect Getaway","8/7/2009",14000000,15515460,22815460,14,15.51546,22.81546,3.7416573867739413,3.938966869624572,1.146128035678238,1.1907646560078538,4.776553150546951,1.3582292293413227
"Thinner","10/25/1996",14000000,15171475,15171475,14,15.171475,15.171475,3.7416573867739413,3.89505776593878,1.146128035678238,1.1810278057847776,3.89505776593878,1.1810278057847776
"Dead Man on Campus","8/21/1998",14000000,15062898,15062898,14,15.062898,15.062898,3.7416573867739413,3.88109494859376,1.146128035678238,1.177908535233149,3.88109494859376,1.177908535233149
"Tea with Mussolini","5/14/1999",14000000,14395874,14395874,14,14.395874,14.395874,3.7416573867739413,3.7941895050194843,1.146128035678238,1.158238036831652,3.7941895050194843,1.158238036831652
"New York, New York","6/22/1977",14000000,13800000,13800000,14,13.8,13.8,3.7416573867739413,3.714835124201342,1.146128035678238,1.1398790864012365,3.714835124201342,1.1398790864012365
"Crooklyn","5/13/1994",14000000,13024170,13024170,14,13.02417,13.02417,3.7416573867739413,3.6089014949150386,1.146128035678238,1.1147500562782404,3.6089014949150386,1.1147500562782404
"Jason X","4/26/2002",14000000,12610731,16440974,14,12.610731,16.440974,3.7416573867739413,3.5511591065453545,1.146128035678238,1.1007402618359525,4.0547470944560775,1.2159275425407294
"I Think I Love My Wife","3/16/2007",14000000,12550605,13196245,14,12.550605,13.196245,3.7416573867739413,3.5426833050669373,1.146128035678238,1.0986646614209281,3.6326636232935194,1.120450370010646
"Hot Tub Time Machine 2","2/20/2015",14000000,12314651,12452601,14,12.314651,12.452601,3.7416573867739413,3.5092237033281304,1.146128035678238,1.0904221083454906,3.528824308463089,1.0952600728749922
"Bobby","11/17/2006",14000000,11205901,20560906,14,11.205901,20.560906,3.7416573867739413,3.347521620542577,1.146128035678238,1.049446781317019,4.534413523268472,1.3130422475864427
"Head Over Heels","2/2/2001",14000000,10397365,10397365,14,10.397365,10.397365,3.7416573867739413,3.224494534031652,1.146128035678238,1.0169232901684278,3.224494534031652,1.0169232901684278
"Fun Size ","10/26/2012",14000000,9409538,11166615,14,9.409538,11.166615,3.7416573867739413,3.0674970252634313,1.146128035678238,0.9735683004754735,3.341648545254273,1.0479215428903044
"Lost and Found","4/23/1999",14000000,6552255,6552255,14,6.552255,6.552255,3.7416573867739413,2.55973729120783,1.146128035678238,0.8163907909101572,2.55973729120783,0.8163907909101572
"Le Scaphandre et le Papillon","11/30/2007",14000000,5990075,22754472,14,5.990075,22.754472,3.7416573867739413,2.4474629721407433,1.146128035678238,0.7774322600991994,4.770164777028148,1.3570667624903188
"Little Children","10/6/2006",14000000,5463019,14121177,14,5.463019,14.121177,3.7416573867739413,2.3373102061985698,1.146128035678238,0.7374327109632017,3.7578154558200434,1.1498708966663391
